source_id,participant,class,title,url,used_for,note
S014,OpenAdmins,official,Оптимизация серверов и сайтов,https://openadmins.ru/ru/optimization,C1;C2;C4;C7,"CPU, RAM, диск, MySQL, серверное ПО и профилирование PHP."
S015,RDN Group,official,Разработка высоконагруженных highload-проектов,https://www.rdn-grp.ru/solutions/tsifrovye-servisy-dlya-promyshlennosti/razrabotka-vysokonagruzhennykh-highload-proektov/,C2;C3;C4;C7,Highload-разработка и масштабируемые решения.
S016,Sibdev,official,Highload-разработка,https://sibdev.pro/highload,C1;C2;C3;C4;C7,Публичная highload-практика.
S017,HiLoad.ru,official,Разработка высоконагруженных веб-платформ и сайтов,https://www.hiload.ru/web,C1;C2;C3;C4;C6;C7,"E-commerce, web-приложения, масштабирование, ускорение кода и БД."
S018,IBS,official,Нагрузочное тестирование ПО,https://ibs-qa.ru/services/highload/,C2;C3;C4;C5;C6;C7,"Эксплуатируемое ПО, веб-приложения и интернет-магазины, Load IT, узкие места и план оптимизации."
S019,IBS,official_publication,Как меняются инструменты и подходы к тестированию ПО,https://ibs.ru/media/kak-menyayutsya-instrumenty-i-podkhody-k-testirovaniyu-po-v-krupnom-rossiyskom-biznese/,C3;C5;C7,Регулярное тестирование деградации производительности и оптимизация использования мощностей.
S020,Инфосистемы Джет,official,Нагрузочное тестирование как сервис,https://jet.su/services/nagruzochnoe-testirovanie-kak-servis/,C2;C3;C5;C6;C7,Методика и анализ проблем производительности промышленных систем.
S021,Инфосистемы Джет,official,Time to Market и нагрузочное тестирование,https://jet.su/time2market/,C2;C3;C4;C5;C6,"Глубокий анализ узких мест, донастройка системы и серверов, рекомендации."
S022,iFellow,official,Тестирование программного обеспечения,https://ifellowgroup.ru/services/testirovanie-po/,C2;C3;C5;C6;C7,"LoadRunner, JMeter, Gatling, Performance Center, собственная платформа, микросервисы."
S023,iFellow,official_publication,Руководство по нагрузочному тестированию веб-приложений,https://ifellowgroup.ru/media-center/rukovodstvo-po-nagruzochnomu-testirovaniyu-veb-prilozheniy/,C2;C3;C4;C5;C7,Регулярный поиск узких мест и повышение производительности серверной архитектуры.
S024,Bell Integrator,official,Услуги тестирования программного обеспечения,https://bellintegrator.ru/en/node/26,C1;C2;C3;C5;C6;C7,"Нагрузочное, стрессовое, объемное и scalability-тестирование; JMeter, LoadRunner, Gatling, Yandex.Tank."
S025,Bell Integrator,official_publication,Нагрузочное тестирование: особенности профессии,https://bellintegrator.ru/node/1367,C1;C3;C5;C7,Публичная методическая база нагрузочного тестирования и работа с SQL/инструментами.
S026,Рамева,official,HighLoad-проекты,https://rameva.ru/development/highload,C1;C2;C3;C4;C5,"Модернизация существующей системы, БД, сеть, lock'и, кеш, масштабирование и capacity planning."
S027,ALL,prior_publication,TenChat: ТОП-10 компаний по повышению производительности highload-сайтов в 2026,https://tenchat.ru/media/6143168-top10-kompaniy-po-povysheniyu-proizvoditelnosti-highloadsaytov-v-2026,provenance,Публичная версия порядка и scoring model от 17.09.2026.
